"age","maritl","race","education","jobclass","health","health_ins","salary"
40,"Married","White","Some College","Industrial","Good","No",73.7757432746946
31,"Never Married","White","Some College","Industrial","Good","Yes",92.8958447894966
41,"Married","White","Advanced Degree","Information","Good","Yes",114.475713290347
21,"Never Married","Black","HS Grad","Industrial","Good","No",84.0459576539924
51,"Married","White","Some College","Information","Good","No",76.8936025176112
43,"Separated","Black","Some College","Information","Good","Yes",79.8549003093467
34,"Married","White","Some College","Information","Good","Yes",130.982177377461
45,"Married","White","Some College","Industrial","Good","Yes",148.413159102577
35,"Married","Asian","non HS Grad","Industrial","Good","No",65.1108537153447
33,"Married","White","HS Grad","Information","Good","Yes",134.705375118879
46,"Married","Black","HS Grad","Industrial","Good","Yes",94.0727147457005
38,"Never Married","Black","non HS Grad","Industrial","Good","Yes",94.0727147457005
44,"Never Married","Black","College Grad","Information","Average","Yes",90.4819133566401
50,"Never Married","White","HS Grad","Information","Average","Yes",111.721782427997
55,"Married","White","HS Grad","Information","Average","Yes",107.903923866876
49,"Married","White","Advanced Degree","Information","Average","Yes",191.573683548412
47,"Married","Black","Advanced Degree","Information","Good","Yes",145.143601176911
40,"Married","Other","HS Grad","Information","Good","Yes",138.639172221569
21,"Never Married","White","HS Grad","Industrial","Good","No",53.6387220221678
60,"Married","Black","non HS Grad","Industrial","Good","No",93.0534873610655
56,"Never Married","White","non HS Grad","Information","Good","No",81.2832532842527
61,"Married","White","Some College","Industrial","Average","No",128.680488220624
44,"Married","White","Advanced Degree","Information","Good","Yes",136.15771083723
43,"Divorced","White","Advanced Degree","Industrial","Average","Yes",160.642475408263
29,"Married","White","Some College","Industrial","Average","Yes",109.833985642199
38,"Married","White","College Grad","Information","Good","No",148.413159102577
26,"Never Married","White","Some College","Industrial","Good","Yes",108.390640020409
28,"Never Married","Other","HS Grad","Industrial","Good","No",67.1430807546635
38,"Never Married","White","College Grad","Information","Average","Yes",118.019753340006
45,"Divorced","White","Some College","Industrial","Good","No",109.833985642199
39,"Married","White","HS Grad","Industrial","Good","No",47.3389060962716
33,"Married","White","HS Grad","Industrial","Average","Yes",62.91365496918
44,"Married","White","non HS Grad","Industrial","Good","No",70.4760196469445
48,"Married","White","Some College","Industrial","Good","Yes",99.6894636984864
45,"Married","White","HS Grad","Industrial","Good","Yes",92.7913480810133
56,"Married","White","HS Grad","Industrial","Average","No",99.6916283970721
40,"Never Married","White","College Grad","Information","Good","No",114.475713290347
71,"Married","Black","non HS Grad","Industrial","Average","No",89.2428846644714
30,"Married","White","HS Grad","Industrial","Average","No",118.884359339886
45,"Married","White","College Grad","Information","Good","Yes",148.413159102577
41,"Married","White","HS Grad","Industrial","Good","Yes",90.4819133566401
40,"Married","Other","Some College","Information","Good","Yes",118.884359339886
59,"Married","White","non HS Grad","Information","Average","Yes",89.1678286670778
46,"Married","Asian","non HS Grad","Industrial","Good","No",73.7757432746946
38,"Never Married","White","HS Grad","Industrial","Good","Yes",70.4760196469445
26,"Married","White","Some College","Industrial","Good","Yes",93.4866920429597
53,"Married","Black","HS Grad","Information","Average","Yes",70.4760196469445
46,"Divorced","White","College Grad","Information","Good","Yes",99.6894636984864
42,"Married","White","Some College","Industrial","Good","Yes",98.5993438603892
28,"Never Married","Black","Some College","Industrial","Average","No",54.5981500331442
30,"Never Married","White","non HS Grad","Industrial","Good","No",86.6951548289402
34,"Married","Asian","College Grad","Information","Good","Yes",118.884359339886
46,"Married","White","College Grad","Industrial","Average","No",160.642475408263
22,"Never Married","White","Some College","Industrial","Average","No",59.0970640815891
37,"Never Married","White","HS Grad","Information","Good","Yes",92.7295279091354
27,"Married","White","Some College","Industrial","Average","Yes",63.1888610037461
52,"Married","White","HS Grad","Information","Good","Yes",114.475713290347
43,"Married","White","HS Grad","Industrial","Average","No",65.1108537153447
52,"Married","White","HS Grad","Industrial","Good","Yes",148.413159102577
54,"Never Married","Black","Some College","Information","Average","Yes",109.489841452174
47,"Married","White","HS Grad","Industrial","Average","Yes",99.6894636984864
21,"Never Married","Black","Some College","Information","Good","Yes",105.927810775063
42,"Married","White","College Grad","Information","Good","Yes",134.705375118879
72,"Married","White","Advanced Degree","Information","Average","Yes",189.244162932803
38,"Married","Asian","HS Grad","Information","Average","Yes",104.921506533664
53,"Married","White","HS Grad","Industrial","Good","Yes",82.6796372966372
35,"Separated","White","Some College","Information","Good","No",81.2832532842527
60,"Married","White","HS Grad","Industrial","Good","Yes",76.8936025176112
39,"Married","White","HS Grad","Information","Good","Yes",85.3839403789827
45,"Divorced","Black","HS Grad","Information","Average","No",73.7757432746946
61,"Married","White","HS Grad","Information","Average","Yes",106.608021493532
64,"Divorced","White","HS Grad","Information","Average","Yes",95.2307125669819
39,"Married","Asian","non HS Grad","Industrial","Good","Yes",70.4760196469445
46,"Married","Black","Some College","Information","Average","Yes",105.927810775063
25,"Never Married","Black","Some College","Information","Good","No",56.4538649754188
80,"Married","White","Some College","Information","Good","Yes",94.0727147457005
51,"Divorced","White","Some College","Industrial","Good","Yes",105.927810775063
58,"Married","White","HS Grad","Industrial","Average","Yes",75.0431540173515
52,"Married","White","Some College","Industrial","Good","Yes",118.884359339886
45,"Married","White","Advanced Degree","Information","Good","Yes",138.299126920883
41,"Never Married","White","Some College","Industrial","Good","Yes",99.6894636984864
42,"Married","White","HS Grad","Industrial","Average","Yes",95.2307125669819
31,"Never Married","White","Some College","Industrial","Average","Yes",94.0727147457005
49,"Divorced","White","HS Grad","Information","Good","Yes",123.089699847943
47,"Divorced","White","HS Grad","Industrial","Average","Yes",90.4819133566401
39,"Married","White","HS Grad","Information","Good","Yes",87.9810327856054
53,"Married","White","College Grad","Information","Good","Yes",109.833985642199
37,"Married","White","HS Grad","Industrial","Average","Yes",85.3839403789827
52,"Married","White","College Grad","Industrial","Good","Yes",191.573683548412
41,"Married","White","HS Grad","Industrial","Good","Yes",101.82435207568
39,"Married","Asian","College Grad","Information","Good","Yes",148.413159102577
63,"Married","White","Advanced Degree","Information","Good","Yes",171.765132627508
23,"Never Married","White","HS Grad","Industrial","Good","No",73.4544282607621
62,"Married","Black","HS Grad","Information","Good","Yes",87.9810327856054
43,"Married","White","Advanced Degree","Information","Good","Yes",272.294783220064
29,"Never Married","Black","HS Grad","Industrial","Good","No",102.870246933215
43,"Married","Asian","Advanced Degree","Information","Good","Yes",160.642475408263
34,"Married","Black","College Grad","Information","Good","No",123.089699847943
38,"Married","Asian","Advanced Degree","Information","Good","Yes",91.6992261117042
25,"Never Married","White","College Grad","Information","Good","Yes",85.3839403789827
64,"Married","Black","HS Grad","Information","Average","Yes",109.833985642199
49,"Married","White","College Grad","Industrial","Good","Yes",114.475713290347
46,"Married","White","College Grad","Industrial","Good","Yes",84.3157688645753
30,"Married","White","Advanced Degree","Information","Good","Yes",114.475713290347
33,"Never Married","White","Some College","Industrial","Average","No",57.3525910796177
29,"Married","White","College Grad","Information","Good","Yes",104.921506533664
32,"Married","White","HS Grad","Information","Good","Yes",125.525498433836
54,"Married","White","HS Grad","Information","Average","Yes",108.874525834712
40,"Never Married","Black","HS Grad","Industrial","Average","Yes",65.1108537153447
24,"Never Married","White","College Grad","Industrial","Good","Yes",109.833985642199
30,"Separated","White","non HS Grad","Industrial","Average","No",70.8150386167557
49,"Married","White","College Grad","Industrial","Good","Yes",145.143601176911
47,"Married","Other","HS Grad","Industrial","Average","Yes",101.82435207568
25,"Never Married","Black","HS Grad","Industrial","Good","No",84.0459576539924
44,"Married","White","Some College","Industrial","Good","Yes",134.705375118879
41,"Divorced","White","non HS Grad","Information","Average","Yes",97.4932940453934
54,"Separated","White","College Grad","Industrial","Good","Yes",154.68529299563
59,"Married","White","Advanced Degree","Information","Good","Yes",200.543262324662
25,"Never Married","White","HS Grad","Industrial","Good","No",59.7342233407467
63,"Married","Black","Advanced Degree","Industrial","Good","No",91.6992261117042
49,"Never Married","White","Some College","Information","Good","Yes",109.833985642199
35,"Separated","Black","Some College","Information","Good","Yes",114.475713290347
24,"Never Married","Asian","HS Grad","Industrial","Average","No",66.2294082943902
66,"Married","White","HS Grad","Industrial","Average","Yes",92.8958447894966
57,"Married","Other","non HS Grad","Industrial","Good","No",94.0727147457005
47,"Married","White","College Grad","Information","Good","Yes",118.884359339886
44,"Married","White","College Grad","Industrial","Average","Yes",132.487821126123
56,"Married","White","College Grad","Industrial","Good","Yes",127.115743812184
34,"Married","White","HS Grad","Information","Average","No",99.6894636984864
23,"Married","White","non HS Grad","Industrial","Good","No",40.4056652596845
30,"Married","White","College Grad","Industrial","Good","Yes",138.299126920883
38,"Married","White","Some College","Industrial","Good","No",102.870246933215
43,"Married","Black","non HS Grad","Information","Good","Yes",79.8549003093467
58,"Divorced","White","Some College","Information","Average","Yes",111.720849360989
36,"Married","White","HS Grad","Industrial","Good","No",62.198679430261
48,"Never Married","White","HS Grad","Information","Average","Yes",70.4760196469445
35,"Married","White","HS Grad","Information","Good","Yes",86.0428011301927
22,"Never Married","White","HS Grad","Information","Good","No",99.6894636984864
50,"Married","White","College Grad","Information","Good","Yes",113.567089569751
58,"Married","White","non HS Grad","Industrial","Average","No",100.764272842107
20,"Never Married","White","HS Grad","Information","Good","No",61.1875264339915
44,"Married","White","HS Grad","Industrial","Good","Yes",113.61274572643
50,"Married","Asian","College Grad","Information","Good","Yes",134.705375118879
55,"Married","White","HS Grad","Industrial","Good","Yes",104.923531700709
39,"Never Married","White","HS Grad","Information","Good","Yes",109.833985642199
32,"Never Married","White","College Grad","Information","Good","Yes",276.778413321176
50,"Married","White","College Grad","Information","Good","No",148.413159102577
24,"Married","White","non HS Grad","Industrial","Good","No",148.413159102577
53,"Married","White","Some College","Information","Good","Yes",109.833985642199
35,"Married","White","HS Grad","Information","Average","No",81.2832532842527
25,"Never Married","White","non HS Grad","Information","Good","Yes",79.8549003093467
24,"Never Married","Asian","College Grad","Industrial","Good","Yes",109.833985642199
57,"Separated","White","College Grad","Industrial","Good","Yes",148.413159102577
43,"Married","White","non HS Grad","Information","Average","Yes",65.1108537153447
33,"Married","White","Some College","Information","Good","Yes",88.2986994723057
40,"Married","White","Some College","Information","Good","Yes",91.6992261117042
39,"Never Married","White","College Grad","Industrial","Good","Yes",73.7757432746946
32,"Married","White","Advanced Degree","Information","Good","Yes",70.4760196469445
48,"Divorced","White","College Grad","Information","Good","Yes",128.680488220624
29,"Married","White","Advanced Degree","Industrial","Good","Yes",94.0727147457005
35,"Divorced","White","College Grad","Industrial","Good","Yes",98.5993438603892
41,"Married","White","HS Grad","Industrial","Good","Yes",133.232350826567
52,"Married","White","HS Grad","Industrial","Good","Yes",134.705375118879
50,"Married","White","HS Grad","Industrial","Average","No",91.6992261117042
35,"Married","Asian","College Grad","Information","Good","No",160.635498596854
27,"Married","White","Some College","Industrial","Good","Yes",99.6894636984864
57,"Married","White","Advanced Degree","Industrial","Average","Yes",114.475713290347
48,"Married","White","Some College","Information","Good","No",97.4932940453934
41,"Divorced","Black","Some College","Information","Average","Yes",98.0483505056004
59,"Married","White","Advanced Degree","Information","Good","Yes",104.921506533664
55,"Married","White","College Grad","Information","Good","Yes",109.833985642199
54,"Divorced","White","HS Grad","Information","Average","Yes",133.232350826567
34,"Married","White","Advanced Degree","Industrial","Good","Yes",118.884359339886
43,"Never Married","White","HS Grad","Information","Average","Yes",73.7757432746946
43,"Divorced","Black","College Grad","Information","Good","Yes",104.921506533664
62,"Widowed","White","non HS Grad","Industrial","Average","No",62.0303046060726
45,"Never Married","White","HS Grad","Information","Good","No",97.4932940453934
40,"Married","White","College Grad","Industrial","Good","Yes",145.805163374625
33,"Married","White","HS Grad","Information","Good","Yes",82.6796372966372
45,"Married","White","Advanced Degree","Information","Average","Yes",148.413159102577
21,"Never Married","White","Some College","Industrial","Good","No",49.5553381215226
54,"Married","Asian","non HS Grad","Industrial","Average","No",73.7757432746946
43,"Married","White","College Grad","Industrial","Good","No",73.7757432746946
54,"Married","White","College Grad","Industrial","Average","Yes",127.115743812184
35,"Married","White","non HS Grad","Industrial","Average","Yes",109.833985642199
23,"Never Married","White","Some College","Industrial","Good","Yes",61.5945831752282
61,"Widowed","White","HS Grad","Industrial","Good","Yes",111.440469567068
51,"Divorced","White","College Grad","Industrial","Good","Yes",138.299126920883
43,"Married","White","Some College","Industrial","Good","Yes",127.115743812184
20,"Never Married","White","HS Grad","Industrial","Good","No",75.3556793180091
51,"Married","Other","Some College","Industrial","Good","Yes",139.00340805947
65,"Married","White","HS Grad","Information","Average","Yes",118.884359339886
37,"Married","White","HS Grad","Industrial","Good","Yes",109.833985642199
24,"Never Married","White","HS Grad","Industrial","Good","No",66.2330957333126
36,"Married","White","HS Grad","Industrial","Average","Yes",73.2930820722881
45,"Married","White","Some College","Information","Good","No",130.982177377461
33,"Married","White","Advanced Degree","Information","Good","Yes",276.778413321176
36,"Divorced","White","HS Grad","Industrial","Average","No",86.9103277389946
32,"Married","White","HS Grad","Industrial","Good","Yes",109.833985642199
45,"Married","White","HS Grad","Industrial","Good","Yes",118.884359339886
51,"Married","White","HS Grad","Industrial","Good","No",104.921506533664
33,"Married","White","Some College","Information","Good","Yes",136.876367635184
47,"Divorced","White","Some College","Industrial","Average","Yes",84.0459576539924
37,"Married","White","Advanced Degree","Information","Good","Yes",196.125272594255
41,"Married","White","Some College","Information","Average","Yes",121.430313822622
23,"Never Married","White","HS Grad","Information","Good","No",96.3977959023552
57,"Married","White","College Grad","Industrial","Good","Yes",128.680488220624
61,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
47,"Divorced","White","Some College","Industrial","Good","Yes",85.3839403789827
29,"Married","Asian","College Grad","Information","Good","Yes",87.9810327856054
37,"Married","White","HS Grad","Industrial","Good","Yes",99.6894636984864
57,"Married","White","HS Grad","Industrial","Average","Yes",148.413159102577
39,"Never Married","White","Advanced Degree","Information","Average","No",81.2832532842527
59,"Married","White","College Grad","Information","Good","Yes",145.805163374625
31,"Married","White","College Grad","Information","Good","Yes",149.055895589404
26,"Never Married","White","HS Grad","Industrial","Average","No",97.4932940453934
51,"Married","White","HS Grad","Industrial","Good","Yes",118.019753340006
38,"Married","White","HS Grad","Industrial","Average","No",99.6894636984864
51,"Married","White","College Grad","Information","Average","No",118.884359339886
50,"Married","White","HS Grad","Information","Good","Yes",79.8549003093467
32,"Married","White","Advanced Degree","Industrial","Good","Yes",118.884359339886
38,"Married","White","College Grad","Information","Good","Yes",160.642475408263
49,"Married","White","HS Grad","Industrial","Good","Yes",176.989650489877
40,"Never Married","White","Some College","Information","Good","Yes",73.7757432746946
60,"Married","Asian","Advanced Degree","Information","Average","Yes",154.68529299563
30,"Never Married","White","College Grad","Information","Good","Yes",101.82435207568
41,"Married","White","College Grad","Information","Good","Yes",130.982177377461
32,"Never Married","White","Some College","Information","Average","Yes",114.475713290347
26,"Never Married","White","College Grad","Information","Good","Yes",105.927810775063
41,"Married","White","Some College","Industrial","Average","Yes",81.2832532842527
53,"Married","White","HS Grad","Industrial","Average","Yes",134.705375118879
35,"Married","White","Some College","Information","Good","No",97.4932940453934
50,"Married","White","HS Grad","Industrial","Good","Yes",109.833985642199
43,"Married","White","College Grad","Information","Good","Yes",171.765132627508
50,"Separated","White","HS Grad","Information","Average","Yes",67.8267871319966
19,"Never Married","Black","HS Grad","Information","Average","No",73.7757432746946
42,"Married","White","HS Grad","Industrial","Good","No",91.6992261117042
53,"Married","Asian","HS Grad","Industrial","Good","Yes",66.9616443217359
22,"Never Married","Black","Some College","Information","Average","No",95.2307125669819
49,"Married","White","HS Grad","Industrial","Average","Yes",98.5993438603892
33,"Never Married","White","HS Grad","Industrial","Good","Yes",109.833985642199
31,"Never Married","White","HS Grad","Industrial","Average","Yes",81.2832532842527
43,"Married","White","non HS Grad","Industrial","Average","Yes",90.4819133566401
57,"Married","White","Advanced Degree","Information","Good","No",109.833985642199
40,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
48,"Married","White","HS Grad","Information","Good","Yes",84.5294690248517
46,"Married","White","College Grad","Industrial","Good","Yes",101.82435207568
58,"Married","White","College Grad","Industrial","Good","Yes",104.921506533664
50,"Married","White","non HS Grad","Industrial","Good","Yes",104.921506533664
38,"Married","White","Some College","Information","Good","Yes",99.6894636984864
33,"Never Married","White","Advanced Degree","Information","Good","Yes",101.402052302992
52,"Married","White","Some College","Information","Good","Yes",149.055895589404
48,"Married","White","non HS Grad","Industrial","Average","No",73.7757432746946
53,"Married","White","Advanced Degree","Information","Good","No",160.642475408263
37,"Never Married","White","Some College","Information","Good","Yes",118.884359339886
43,"Married","White","HS Grad","Industrial","Good","No",119.405204322401
54,"Married","White","Some College","Industrial","Good","Yes",107.903923866876
41,"Married","White","Advanced Degree","Information","Good","Yes",154.868367231559
57,"Married","White","College Grad","Industrial","Average","No",75.3556793180091
54,"Married","White","Advanced Degree","Industrial","Good","Yes",118.539502533774
25,"Divorced","White","HS Grad","Industrial","Average","Yes",76.8936025176112
35,"Separated","White","non HS Grad","Information","Good","No",62.198679430261
29,"Married","White","Some College","Industrial","Good","Yes",182.020620963512
36,"Married","White","HS Grad","Industrial","Good","Yes",267.901086855275
43,"Married","White","College Grad","Industrial","Average","Yes",141.77517233318
41,"Married","White","College Grad","Information","Good","Yes",186.876677628007
52,"Married","White","College Grad","Industrial","Good","No",72.1504556815713
48,"Married","White","HS Grad","Industrial","Average","No",49.5553381215226
51,"Married","Black","HS Grad","Information","Good","No",81.2832532842527
55,"Married","White","Some College","Information","Good","Yes",118.884359339886
37,"Married","White","Advanced Degree","Information","Good","No",97.4932940453934
48,"Never Married","White","Some College","Industrial","Good","Yes",111.720849360989
42,"Married","White","non HS Grad","Industrial","Average","Yes",101.82435207568
43,"Married","White","College Grad","Industrial","Good","Yes",127.115743812184
32,"Married","White","HS Grad","Industrial","Average","No",87.9810327856054
33,"Never Married","White","College Grad","Industrial","Average","Yes",84.0459576539924
48,"Married","White","HS Grad","Industrial","Good","No",78.3924668009837
20,"Never Married","Black","Some College","Information","Good","No",46.3665027412862
43,"Married","White","HS Grad","Industrial","Good","Yes",132.860765311572
58,"Divorced","Black","HS Grad","Information","Average","Yes",61.5945831752282
38,"Married","White","Some College","Industrial","Good","Yes",99.6894636984864
23,"Never Married","White","HS Grad","Information","Good","No",66.2294082943902
54,"Divorced","White","HS Grad","Industrial","Average","Yes",108.874525834712
66,"Married","White","Advanced Degree","Industrial","Average","Yes",99.6894636984864
47,"Married","White","Advanced Degree","Information","Good","Yes",152.838800991182
35,"Married","White","Some College","Information","Average","No",76.8936025176112
39,"Married","White","HS Grad","Industrial","Good","Yes",143.134940811134
35,"Never Married","Black","Some College","Information","Good","Yes",125.20428658029
40,"Married","White","Some College","Industrial","Good","Yes",75.610695863947
41,"Married","Asian","HS Grad","Industrial","Good","Yes",109.833985642199
40,"Married","White","Advanced Degree","Information","Good","Yes",176.989650489877
50,"Married","Black","HS Grad","Industrial","Average","No",59.0970640815891
35,"Married","White","HS Grad","Industrial","Good","Yes",99.6894636984864
43,"Married","White","Some College","Industrial","Average","No",95.2307125669819
26,"Never Married","White","Some College","Information","Good","Yes",104.921506533664
23,"Never Married","White","HS Grad","Information","Good","No",49.5553381215226
61,"Married","White","Advanced Degree","Information","Good","No",130.982177377461
24,"Never Married","White","College Grad","Information","Average","Yes",43.7351116779821
66,"Married","Black","Some College","Information","Good","Yes",118.884359339886
50,"Widowed","White","HS Grad","Industrial","Good","Yes",109.833985642199
22,"Never Married","White","HS Grad","Information","Average","No",75.0431540173515
62,"Married","Black","HS Grad","Information","Average","Yes",91.6992261117042
55,"Married","White","College Grad","Information","Good","Yes",105.927810775063
41,"Married","White","College Grad","Industrial","Good","No",73.7757432746946
54,"Married","White","College Grad","Information","Good","Yes",170.156834417801
29,"Married","Asian","College Grad","Industrial","Good","No",138.299126920883
39,"Married","Black","HS Grad","Industrial","Average","Yes",101.82435207568
71,"Divorced","White","College Grad","Information","Average","No",87.9810327856054
22,"Never Married","White","College Grad","Industrial","Good","Yes",78.3924668009837
48,"Married","White","College Grad","Information","Good","No",123.089699847943
35,"Married","White","Some College","Industrial","Average","Yes",116.265324062503
46,"Married","White","College Grad","Industrial","Average","No",90.4819133566401
51,"Married","White","non HS Grad","Industrial","Average","Yes",109.833985642199
55,"Married","White","HS Grad","Information","Average","Yes",104.921506533664
36,"Married","White","HS Grad","Information","Good","Yes",118.884359339886
57,"Married","White","HS Grad","Industrial","Good","No",94.0727147457005
21,"Married","White","HS Grad","Industrial","Good","Yes",141.77517233318
60,"Married","White","Advanced Degree","Information","Good","Yes",128.680488220624
41,"Never Married","Black","Some College","Industrial","Average","No",73.7757432746946
56,"Married","White","College Grad","Information","Average","Yes",139.353811767493
32,"Never Married","White","College Grad","Information","Good","Yes",94.0727147457005
32,"Married","White","HS Grad","Industrial","Average","Yes",73.7757432746946
36,"Divorced","White","Some College","Industrial","Good","Yes",107.903923866876
28,"Never Married","White","HS Grad","Industrial","Average","No",64.5420748732979
60,"Married","White","Advanced Degree","Information","Average","No",138.299126920883
41,"Married","White","Some College","Information","Good","Yes",89.2428846644714
55,"Married","White","Some College","Industrial","Average","Yes",99.6894636984864
36,"Married","Black","Some College","Industrial","Good","Yes",109.833985642199
46,"Never Married","Black","Some College","Information","Good","Yes",90.4819133566401
62,"Married","White","HS Grad","Industrial","Good","No",89.4924795180001
44,"Married","White","HS Grad","Industrial","Good","No",102.766280877288
36,"Married","White","College Grad","Industrial","Good","Yes",118.884359339886
41,"Married","White","HS Grad","Information","Good","Yes",148.413159102577
22,"Never Married","White","College Grad","Information","Good","Yes",114.475713290347
51,"Married","White","Advanced Degree","Information","Good","Yes",129.983634818897
57,"Married","White","non HS Grad","Information","Average","Yes",110.782650276254
55,"Married","White","HS Grad","Information","Average","Yes",114.475713290347
36,"Married","White","College Grad","Information","Good","Yes",148.413159102577
43,"Married","White","Advanced Degree","Information","Good","Yes",276.778413321176
38,"Married","White","Some College","Information","Average","No",23.9529444789965
27,"Never Married","White","Some College","Information","Good","No",103.90247060316
32,"Married","White","Some College","Industrial","Good","Yes",118.884359339886
44,"Never Married","White","non HS Grad","Industrial","Average","No",71.6867436659172
56,"Married","Asian","College Grad","Industrial","Good","Yes",276.778413321176
38,"Married","Black","College Grad","Information","Good","Yes",141.77517233318
36,"Married","White","non HS Grad","Industrial","Average","No",99.6894636984864
28,"Never Married","White","Some College","Industrial","Good","Yes",108.874525834712
39,"Married","White","HS Grad","Industrial","Good","Yes",79.8549003093467
42,"Never Married","Black","HS Grad","Information","Good","No",78.9846061809321
51,"Married","White","non HS Grad","Industrial","Average","Yes",82.6796372966372
55,"Married","Black","HS Grad","Information","Average","Yes",89.4924795180001
39,"Never Married","White","Advanced Degree","Information","Good","Yes",130.982177377461
42,"Married","White","non HS Grad","Industrial","Good","No",109.706051812711
33,"Married","Black","Advanced Degree","Information","Good","Yes",117.146816914805
23,"Never Married","White","HS Grad","Information","Average","Yes",73.7757432746946
40,"Married","White","College Grad","Industrial","Good","Yes",81.2832532842527
40,"Married","White","Some College","Industrial","Average","No",80.8581959564691
51,"Married","Asian","Some College","Industrial","Average","Yes",107.903923866876
76,"Married","Asian","College Grad","Industrial","Average","Yes",76.8936025176112
57,"Divorced","White","Advanced Degree","Industrial","Average","Yes",87.9810327856054
27,"Separated","White","Some College","Industrial","Good","Yes",95.2307125669819
26,"Never Married","Black","HS Grad","Industrial","Good","Yes",84.0459576539924
25,"Married","White","HS Grad","Industrial","Average","Yes",99.6894636984864
27,"Married","White","Some College","Industrial","Good","Yes",101.402052302992
33,"Never Married","White","Some College","Information","Average","Yes",87.9810327856054
51,"Divorced","White","non HS Grad","Industrial","Good","Yes",87.9810327856054
22,"Never Married","White","College Grad","Information","Good","Yes",94.0727147457005
47,"Married","White","HS Grad","Industrial","Average","Yes",128.199636871795
34,"Never Married","White","Some College","Information","Good","Yes",136.517655222436
47,"Divorced","White","Some College","Industrial","Good","Yes",107.903923866876
31,"Never Married","White","Some College","Industrial","Good","Yes",123.089699847943
46,"Married","White","HS Grad","Industrial","Average","Yes",91.6992261117042
47,"Married","White","HS Grad","Information","Good","Yes",78.3924668009837
49,"Married","White","College Grad","Industrial","Good","Yes",154.68529299563
40,"Married","Black","College Grad","Industrial","Good","Yes",136.15771083723
51,"Married","White","non HS Grad","Information","Good","Yes",81.2832532842527
31,"Married","White","Some College","Industrial","Good","Yes",76.2832778539642
58,"Married","White","HS Grad","Information","Good","Yes",109.833985642199
48,"Married","Black","Some College","Industrial","Good","No",87.7884362154584
54,"Divorced","Black","College Grad","Industrial","Good","Yes",127.115743812184
56,"Never Married","White","Advanced Degree","Information","Good","No",154.072997206315
61,"Married","White","HS Grad","Industrial","Average","Yes",109.833985642199
32,"Married","Asian","Advanced Degree","Industrial","Good","Yes",138.299126920883
60,"Married","White","College Grad","Information","Good","No",164.646988930328
42,"Married","White","Some College","Industrial","Good","Yes",138.299126920883
22,"Never Married","Asian","Some College","Information","Good","No",44.9782920272516
46,"Married","White","Some College","Industrial","Good","Yes",106.723977625299
53,"Married","White","non HS Grad","Information","Good","Yes",114.475713290347
43,"Divorced","White","College Grad","Industrial","Good","Yes",73.7757432746946
32,"Never Married","White","HS Grad","Industrial","Good","Yes",75.3556793180091
30,"Married","White","College Grad","Industrial","Good","Yes",141.77517233318
50,"Never Married","Black","Advanced Degree","Information","Average","Yes",109.833985642199
40,"Married","White","Advanced Degree","Information","Good","Yes",277.79948020565
55,"Married","White","non HS Grad","Information","Good","No",79.8549003093467
42,"Married","White","College Grad","Information","Good","Yes",166.324941233877
35,"Never Married","White","HS Grad","Industrial","Good","Yes",75.3556793180091
33,"Married","White","College Grad","Information","Good","Yes",100.086742317948
33,"Married","White","Some College","Information","Average","Yes",102.870246933215
38,"Married","White","HS Grad","Information","Good","Yes",118.712094053725
41,"Married","White","HS Grad","Information","Good","Yes",117.146816914805
42,"Married","White","Advanced Degree","Information","Good","No",123.500017774584
58,"Married","White","College Grad","Information","Good","Yes",148.413159102577
45,"Married","White","HS Grad","Industrial","Average","No",76.8936025176112
47,"Never Married","White","HS Grad","Information","Good","Yes",109.833985642199
30,"Married","White","HS Grad","Information","Good","Yes",105.927810775063
34,"Married","White","College Grad","Information","Good","Yes",160.642475408263
43,"Married","White","Advanced Degree","Information","Good","No",149.695042068453
58,"Separated","White","non HS Grad","Industrial","Good","Yes",99.6894636984864
44,"Married","Black","Some College","Industrial","Average","No",104.923531700709
28,"Married","White","non HS Grad","Industrial","Good","No",61.1875264339915
46,"Married","White","Some College","Information","Good","Yes",105.927810775063
36,"Married","White","Some College","Industrial","Good","Yes",107.903923866876
37,"Married","Black","HS Grad","Information","Good","Yes",70.8150386167557
47,"Married","White","College Grad","Information","Good","Yes",160.642475408263
56,"Divorced","White","Some College","Information","Good","No",99.6894636984864
38,"Married","White","Some College","Information","Good","Yes",111.720849360989
41,"Never Married","Black","non HS Grad","Industrial","Good","No",75.3556793180091
62,"Married","White","Some College","Information","Average","Yes",94.0727147457005
40,"Married","White","Some College","Information","Good","Yes",87.9810327856054
44,"Married","Asian","Advanced Degree","Information","Good","Yes",123.089699847943
56,"Married","White","College Grad","Industrial","Good","Yes",99.6894636984864
51,"Married","Black","Some College","Industrial","Good","No",76.8936025176112
41,"Married","White","Some College","Industrial","Good","No",86.6951548289402
52,"Married","White","Advanced Degree","Information","Good","Yes",176.989650489877
27,"Married","White","Some College","Information","Good","Yes",100.764272842107
52,"Married","White","College Grad","Industrial","Average","Yes",114.475713290347
51,"Divorced","White","HS Grad","Industrial","Average","No",67.1792914754174
51,"Married","White","HS Grad","Industrial","Average","Yes",79.8549003093467
28,"Never Married","White","College Grad","Information","Good","Yes",90.4819133566401
49,"Never Married","White","HS Grad","Information","Good","No",57.9709421772731
